Date,ITC.NS,HINDUNILVR.NS,ICICIBANK.NS,HDFCBANK.NS,BHARTIARTL.NS,RELIANCE.NS,TCS.NS,Other
2026-01-01,0.1272824955904022,0.11401176848790255,0.11940547216905675,0.12568519515612372,0.08266444868086932,0.09330811880957045,0.09252344060804958,0.19984806882101697
2026-01-02,0.12211235065306172,0.11491635354201905,0.1206198749928898,0.1266549863525496,0.08227303829194069,0.09403329750217916,0.09293068787911575,0.20130379114302566
2026-01-05,0.12231314912589678,0.11699200196025736,0.12237568761221185,0.12393464227918843,0.08243987735919332,0.09344137193995956,0.09218489478257014,0.2010319242226462
2026-01-06,0.11984031843577894,0.11904685639425859,0.125984206805626,0.12205891748827241,0.08249496080975022,0.08931389605997476,0.0933718911466047,0.2025673735789094
2026-01-07,0.11962080952943432,0.11800241043461236,0.12767116811563298,0.12059285957097313,0.08180525029955721,0.08926204050228244,0.09467193832305228,0.20296452728192182
2026-01-08,0.12056763624816896,0.11842837386027293,0.12947248353433494,0.12137089826420412,0.08182855075677581,0.08804921577400913,0.09286142884248257,0.20159455074235594
2026-01-09,0.12004369163279748,0.1185208807792024,0.12755512029169938,0.12119374192035207,0.08081631504143588,0.08892496644759983,0.093600069841254,0.2031984706561893
2026-01-12,0.11983936712594241,0.11955150745935784,0.12766265051885067,0.1202773891918882,0.08105088137869275,0.08891929944938728,0.09401848354140259,0.20277092052943385
2026-01-13,0.1187034911811813,0.11889646826132057,0.13001287040216486,0.12050580604299094,0.08049108599789753,0.0872249603826734,0.09498225944723694,0.2031945088667746
2026-01-14,0.11957944739924262,0.11795173089137534,0.1292577208480792,0.11983601105001487,0.08089695497385527,0.08821834324271711,0.09345865295144534,0.2044685647920183
2026-01-15,0.1195780626904297,0.11795036503123117,0.12925622406657464,0.11983462337024034,0.08089601820145058,0.08821732168993354,0.09345757071680386,0.20446619708226726
2026-01-16,0.11699895891234365,0.11769606399651147,0.1279114551078751,0.11995460014628889,0.0802428870795136,0.08771564949497841,0.09509490778288797,0.20826543521410257
2026-01-19,0.11887695872819262,0.12082759639665112,0.12565575519517017,0.12000306196884551,0.0802964729090897,0.0853780853396131,0.09417835176147993,0.20847435795709643
2026-01-20,0.11752531627410445,0.12022125460889552,0.12641293575811174,0.12157821949078286,0.08049754031362186,0.08499714355003372,0.09323414353588132,0.20877081089019411
2026-01-21,0.11756995564828841,0.12027713327995031,0.12458936345662766,0.12078100024057603,0.08091651837811144,0.08608491570864234,0.09432794315645888,0.20843774894710687
2026-01-22,0.1171092357423272,0.1209119885985738,0.12374104389664994,0.12005504081991984,0.08082084808193653,0.08559301438114866,0.09476560378161888,0.21017476022258183
2026-01-23,0.11700036391961496,0.12230053199573865,0.12398649638431376,0.12014024377908185,0.0803988402314295,0.08489242859437104,0.09546727675082103,0.20880737307299346
2026-01-27,0.11490968034599487,0.12147053528381627,0.12524208724516592,0.12109876742904103,0.0796829811760293,0.08427646579375908,0.09502363533992854,0.2114294633328015
2026-01-28,0.1154356599833326,0.11994195276672773,0.12541362428969463,0.12152691536405859,0.07879268581918834,0.08498892922653523,0.09597816541534172,0.211195989989251
2026-01-29,0.11458755827988694,0.11871181566951644,0.12694746584070646,0.12196462886416433,0.07925057527438903,0.08469269960370324,0.09436397781237753,0.21271557698920096
2026-01-30,0.10659563461333517,0.11988256380177563,0.13830016774270606,0.1399532576559124,0.07937638911734846,0.08506090507316409,0.09385945734603057,0.19172032940789224
2026-02-02,0.10488255447631731,0.11994947591770545,0.1390728167926993,0.14078954844074673,0.0798156389490984,0.08536823209954568,0.09592031655705513,0.18861192256261294
2026-02-03,0.1035506992071376,0.11826119685186011,0.14018344162773938,0.14121200134952636,0.07958796206820107,0.08657859353258887,0.09577304767284547,0.19010848764808685
2026-02-04,0.10525277189949565,0.11890830899918604,0.14270257921371443,0.14249882418966206,0.08108317871550841,0.08815635835674836,0.08945286553570007,0.18699001058105122
2026-02-05,0.10471664601953368,0.11885662861857658,0.14243255002634775,0.14292946474064566,0.08027369359508027,0.0879230825709718,0.08981622902640013,0.18778800730489684
2026-02-06,0.10908310545535031,0.12137915939973057,0.14223845663780169,0.14047648116142814,0.08145516612247018,0.0876508798588023,0.08759552689573664,0.18521659836666915
2026-02-09,0.10751806219223665,0.12128753376029733,0.14051447895475858,0.13917614140483328,0.08102471549779261,0.08784534352934886,0.08733669750040617,0.1906141522224566
2026-02-10,0.10694206197250702,0.12208877631707628,0.14139589980598732,0.13831407537137705,0.07987343301886843,0.08756919862248269,0.0883244056788359,0.19084390409052798
2026-02-11,0.10599042254304823,0.1226631868215367,0.14148448590666754,0.13765316978181907,0.07997800540011124,0.0882619632954779,0.08618928184530181,0.19307938747059578
2026-02-12,0.10676693728626363,0.12119750500661453,0.14530879207600875,0.1380364712873918,0.08086331275228686,0.08793102574329019,0.08226248989260614,0.19248112933598926
2026-02-13,0.10710331456418619,0.11767847495844433,0.14589728734478202,0.13756279176486993,0.08167541657292171,0.08744347951833444,0.08173694360501181,0.19506209462196877
2026-02-16,0.1076110387555293,0.11737294156500216,0.1443457548982386,0.13969361472258798,0.08197632397281103,0.0877661857247238,0.08147304605682006,0.19430063606817732
2026-02-17,0.10980722250586601,0.11667023181478023,0.14347935802481274,0.13924458385643662,0.0813551941584661,0.08663508481064805,0.08154400806789501,0.1959337669525404
2026-02-18,0.11177045009795882,0.11681876602871051,0.1430406150471348,0.13859990753253226,0.08112629756210499,0.08743741846781981,0.08058146732853086,0.19544431717138025
2026-02-19,0.11105918197832593,0.11612016076470623,0.14294566916342966,0.13906059709298682,0.08085504245840885,0.08664514712268134,0.08113777636606073,0.1963835085045445
